"pid","index","RT","length","content","eval","meaningful","engagement"
"149",15,427.9,1175,"', ""I had aimed for 10 clicks but in the first round I wasn't happy with the results, and so choose to use more. But I tried to stick for around ten clicks for the next two rounds."", 'The first round I revealed a whole area but the value was low and I had to waste more clicks trying somewhere else. In the next two, I tried clicking on the edge nodes where the spider would finish the game, and clicked these outer nodes in a couple of areas to decide which one to go for.', 'I clicked on only the nodes where the spider would finish and have no further to go. I planned to click a couple of areas of these outer nodes in order to make my decision on which one to go for.', ""It shows me the highest value ending points but there is still some uncertainty as I may run into poor value nodes on the way that I don't know the value of."", 'I would recommend approximately 10 clicks is the best. Click on outer nodes first to decide where to go, check some of the path if you have clicks spare.', '10', 'I plan to try outer nodes ', 'I plan to try outer nodes and if I find a high value one quickly, use a few clicks on the path too, if not, just choose the highest value node and go on a blind path towards it.', '",3,TRUE,2
"149",18,253.25,656,"', 'I had planned to make 10 but actually used 3 to 6', ""I clicked outer nodes to reveal which final node on the spider's path would give me the most value."", 'I chose a section at random and then revealed all the outer nodes there. If I found a high value one in very few clicks, I used a few clicks to check some nodes along the way there.', 'I was able to choose which end node was woth the most, but without spending too much on uncovering nodes.', 'Click on the outer nodes in one area to decide which one will be the final node you land on. Try to only use 5 to 10 clicks.', '5', 'outer nodes', 'Click on all the final outer nodes in one area and head towards the highest value one.', '",4,TRUE,2
"150",3,163.85,297,"['6', 'To the right and up', 'If the sum of the points I clicked was greater than the points I used while clicking, I took that route.', 'Luck', 'Pick one path at a time. If the sum of the points you click is greater than the points you used while clicking, take that route.', '6-14', 'to the right and then up', 'Same strategy', '",5,TRUE,2
"150",6,147.39,491,"', '8', 'to the right then up, then down', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', 'Luck', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', '8-14', 'to the right then down', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', '",5,TRUE,2
"150",9,51.71,478,"', '8-25', 'to the left then up', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', 'Luck', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', '8-14', 'to the left and up', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', '",3,TRUE,2
"150",12,52.67,484,"', '12-16', 'to the left then down', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', 'Luck', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', '8-14', 'to the left then down', 'If the sum of the nodes is greater than what was lost through clicking, take that path. If not, click through another path until it is greater.', '",3,TRUE,2
"150",15,164.11,787,"', '8-16', ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", 'Luck', ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", '8-16', 'on the circles at the outer most edges.', ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", '",3,TRUE,2
"150",18,40.63,602,"', '8-16', 'outermost edges', ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", 'Luck', ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", '8-16', 'on the outer most edges', ""Clicked at the circle at the end of the path. If it's a large positive value, click back towards the spider. If the sum is greater than the amount lost by clicking, then take the path."", '",4,TRUE,2
"151",3,67.44,104,"['0', 'I did not click', 'nope', 'I went random to start', 'Use the node clicker', 'not sure yet', 'a further node ', 'Im not sure yet', '",2,TRUE,1
"151",6,192.76,254,"', ' a couple each round', 'nearer the end of the journey', 'just spaces near the end to see if there was a good amount that way', 'It was better than a random strategy', 'Use the nodes and think about where the best way is', 'maybe a few more', 'possibly the full journey', 'more click', '",3,TRUE,2
"151",9,309.24,196,"', 'quite a few more', 'followed th journey and followed the options', 'followed the route I was going to take', 'Cause I seem to be getting the bonus', 'Use the nodes', 'As many as needed', 'the full route', 'the same as before', '",4,TRUE,2
"151",12,153.33,153,"', 'as many as needed', 'the fulll route', 'nope just followed the route', 'I knew the best route for me ', 'Use the nodes', 'as many as needed', 'all over', 'keep clicking on the nodes', '",4,TRUE,2
"151",15,196.39,170,"', 'I clicked more', 'I clicked on a different route than before', 'I use more of them', 'I used up more clicks', 'use thenodes', 'less than previous', 'the same route as other rounds', 'follow the plan', '",3,TRUE,2
"151",18,131.37,239,"', 'I followed one route and found the plan', 'I followd one route', 'I followed one route and its branches to choose the vest ofption', 'It gave me the best option without too many clicks', 'Use the nodes and follow a route', 'The same as befire', 'The route', 'The same', '",4,TRUE,1
"152",3,85.57,187,"['jjust one in the first i quite like going blind!', 'the first one', 'no', 'because i couldnt see where i was going', 'not sure yet', 'one per round', 'not sure', ""i don't know yet, these questions are quite annoying"", '",2,TRUE,1
"152",6,64.73,184,"', 'quite a lot more', 'the end', 'the end nodes to see where the most money was', 'i knew the end result', 'click the end nodes', 'until i find a good amount', 'same as the last question', 'same as the last question', '",3,TRUE,1
"152",9,81.73,187,"', 'until i found a high amount', 'the last ones', 'clicking the last ones as per last round', 'same as last round', 'find what you want to aim for ', 'as many as it takes', 'any of the end ones', 'same as last question', '",3,TRUE,1
"152",12,56.91,177,"', 'unsure', 'same as last round', 'same as last round', 'same as last round', 'im still not sure, probably think more but i cant figure it out', 'same as last round', 'same as last round', 'same as last round', '",3,TRUE,1
"152",15,69.95,159,"', 'as many as it took', 'no specific order, last nodes', 'no', 'same as last round', 'not sure on stratgey , spend more time', 'same as last round', 'same as last round', 'same as last round', '",4,TRUE,1
"152",18,90.17,137,"', 'too many', 'the wrong places :D=(', 'none', 'getting too greedy', 'i have learnt nothing', 'as few as poss', 'as few places as poss', 'still trying to figure one out', '",3,TRUE,1
"153",3,98.61,262,"['two on the first game, none on the second and third', ""the 'middle' not on each area of the web "", 'no', 'because i am playing randomly instead of applying logic', 'try and use the clicks logically', '2', ""in the centre of the 'area's in the web"", 'go for nodes that are impossible to avoid', '",2,TRUE,1
"153",6,81.97,210,"', '2', 'spaces that were unavoidable', 'click on spaces that are unavoidable', ""I'm not sure"", 'click un avoidble spaces in each direction to decide which direction to go in', '2', 'on avoidable spaces in each direction', 'the same as before', '",4,TRUE,1
"153",9,72.39,246,"', '2', 'unavoidable spaces in each direction', 'the same as before', 'luck - it worked better for the previous set of games', 'click on unavoidable spaces in each direction to decide which direction to go in', '2', 'on unavoidable spaces in each direction', 'the same as before', '",3,TRUE,1
"153",12,65.12,155,"', '2-3', 'on the outside of the areas in each direction', 'not really - it was mostly random', 'luck', ""i'm not sure, a lot of luck is involved"", '3', ""i'm not sure"", 'the same as before', '",1,TRUE,1
"153",15,41.98,76,"', '2-3', 'it was random', 'no', 'because i am not applying logic', ""i'm not sure"", '3', 'randomly', 'random', '",2,TRUE,1
"153",18,84.04,247,"', '1', 'i clicked on a node in a particular direction and if it was low i went in the opposite direction', ""i went for nodes either side of a 'fork'"", 'mostly luck', 'if you get a node of low value go in the opposite direction', '2', ""on one side of a 'fork'"", ""i'm not sure yet"", '",4,TRUE,1
